timestamp,i,in_amt,old_swap_out_amt,ng_swap_out_amt,old_swap_balances_a,old_swap_balances_b,ng_swap_balances_a,ng_swap_balances_b,old_swap_xcp_profit,ng_swap_xcp_profit,old_swap_D,ng_swap_D,old_swap_lp_price,ng_swap_lp_price,old_swap_virtual_price,ng_swap_virtual_price,old_swap_price_scale,old_swap_price_oracle,ng_swap_price_scale,ng_swap_price_oracle,ng_swap_xcp_oracle,old_swap_last_price,ng_swap_last_price,ng_fee_receiver_balances_a,ng_fee_receiver_balances_b,old_fee_receiver_admin_balances,old_swap_totalSupply,ng_swap_totalSupply,old_swap_fee,ng_swap_fee
1705747957,1,3567.248791535654,3560.607718261309,3559.3207572680662,99969699.11184207,100054448.45270406,99973768.42641334,100051112.7151075,1.0000633641327508,1.000124827589763,200069124.561616,200068708.17187876,1.999125762612161,2.0006333580758606,1.0000898816109243,1.0001245055983672,1.0004495453337992,0.9989463717964738,1.0004380639511121,1.000384335953182,100011648.20901196,0.9981383206884523,1.000379828442377,3119.4827449804584,3121.896119786689,3096384254738078321186,100003096384254738078321186,100000000000000000000000000,26034669,26030254
1705748172,1,1520.2009167429987,1516.8287008996347,1516.8183453125816,99968182.28314117,100055968.65362081,99972251.60806803,100052632.91602425,1.0000633839256545,1.0001248473803017,200035492.80053538,200068712.1308521,1.9989477807180027,2.0006324057500695,1.000089808679928,1.0001245253888995,1.000113366920056,0.9987686532650834,1.0004380639511121,1.0003833439718977,100011650.97212443,0.9977817301606493,1.0003783409561202,3119.9299185443883,3122.4384550987866,3096384254738078321186,100003096384254738078321186,100000000000000000000000000,26020265,26031787
1705748463,1,1593.7779075411324,1589.734134180659,1590.2289349644147,99966592.54900698,100057562.43152834,99970661.37913306,100054226.69393179,1.0000634046614636,1.000124868129991,200002949.23131624,200068716.2816975,1.9986657007302262,2.0006310181200035,1.0000897627919452,1.000124546138582,0.9997880703026181,0.9984868838328672,1.0004380639511121,1.0003819147391293,100011654.70603469,0.9974627748688574,1.0003767792722378,3120.3987514784835,3123.007087768027,3096384254738078321186,100003096384254738078321186,100000000000000000000000000,26010046,26033435
1705748742,0,9187.651456622027,9165.96605422439,9160.248475858578,99975780.20046361,100048396.46547413,99979849.03058968,100045066.44545592,1.0000635241337812,1.0001249876595173,199971290.9053497,200068740.19283062,1.9983834551925042,2.000629841492982,1.000089855435135,1.0001246656680698,0.9994713986820429,0.998204712199742,1.0004380639511121,1.0003804989141742,100011658.27890383,1.0023658610853836,1.0003857485522636,3123.672417593304,3125.710006586883,3096384254738078321186,100003096384254738078321186,100000000000000000000000000,26000804,26024507
1705749626,1,6538.060704999111,6517.531687698948,6523.536335503481,99969262.6687759,100054934.52617912,99973325.49425419,100051604.50616093,1.000063609108097,1.000125072771203,199999239.4788548,200068757.2188903,2.0010470596332772,2.0006333718876985,1.0000899714987819,1.0001247507797282,0.999750564258823,1.0008672265659437,1.0004380639511121,1.0003838592760101,100011669.66268821,0.9968600754525778,1.0003793708538529,3125.5952960334357,3128.042633962671,3096384254738078321186,100003096384254738078321186,100000000000000000000000000,26007609,26030722
1705749818,0,3342.8226507507898,3335.0524565536493,3332.852298520024,99972605.49142666,100051599.47372256,99976668.31690493,100048271.6538624,1.0000636525784234,1.0001251162655491,200013851.84846276,200068765.91966185,2.0002501612001984,2.0006325655016006,1.0000900362900533,1.0001247942740603,0.9998965278412049,1.0000700835380232,1.0004380639511121,1.0003829658247994,100011672.14009309,1.0023298566659338,1.0003826348563014,3126.786640393436,3129.0260464586245,3096384254738078321186,100003096384254738078321186,100000000000000000000000000,26009724,26027458
1705750585,0,2087.268790239426,2082.1217008669464,2081.0381697132375,99974692.76021689,100049517.3520217,99978755.58569518,100046190.61569269,1.0000636797221616,1.0001251434214815,200043905.3530668,200068771.3520361,2.0015780946597896,2.0006324252309717,1.0000901202635175,1.000124821429984,1.0001968655889903,1.0013982165801323,1.0004380639511121,1.000382771218967,100011682.01421663,1.00247204059702,1.0003846682004887,3127.530504534337,3129.6400038190195,3096384254738078321186,100003096384254738078321186,100000000000000000000000000,26018425,26025513
1705750964,1,3160.1450778759477,3152.3950978455428,3153.127280550298,99971540.36511905,100052677.49709958,99975602.45841461,100049350.76077057,1.0000637208379368,1.0001251845563082,200075571.28688344,200068779.58080053,2.0019588303454277,2.0006331804658823,1.0000902491835786,1.0001248625647974,1.0005132848658354,1.001778961973215,1.0004380639511121,1.0003834442133688,100011686.86513487,0.9975475872659575,1.0003815871309116,3128.4597313461204,3130.767480321894,3096384254738078321186,100003096384254738078321186,100000000000000000000000000,26036157,26028487
1705751394,1,2067.3214974366006,2062.8632418197994,2062.724876530968,99969477.50187723,100054744.81859702,99973539.73353809,100051418.08226801,1.0000637477573562,1.0001252114681802,200060961.6360802,200068784.96435198,2.000302855894971,2.0006325069035147,1.0000902311826456,1.0001248894766608,1.0003672099262448,1.0001223862313318,1.0004380639511121,1.0003827167684947,100011692.36149585,0.9978434628468146,1.000379567028859,3129.0676346823293,3131.5051458588146,3096384254738078321186,100003096384254738078321186,100000000000000000000000000,26030674,26030521
1705751969,0,4602.3790823408,4588.974493533074,4588.6488683797115,99974079.88095957,100050155.84410349,99978142.11262043,100046829.43339963,1.0000638076359578,1.0001252713477913,200033942.77443326,200068796.94289318,1.9991964369806996,2.000631097296029,1.0000902272298204,1.0001249493562525,1.0000970306064243,0.9990163133271421,1.0004380639511121,1.00038118727797,100011699.67698604,1.0029210423432549,1.0003840576940615,3130.7079730822047,3132.8588426449824,3096384254738078321186,100003096384254738078321186,100000000000000000000000000,26015180,26026090
1705752794,0,2297.441025331714,2291.333707158818,2290.579884735341,99976377.3219849,100047864.51039632,99980439.55364576,100044538.8535149,1.0000638375157602,1.0001253012363704,200060331.43485662,200068802.92191625,2.0015958233581768,2.000632921439595,1.0000903163335961,1.0001249792448221,1.0003607371828267,1.0014155634884367,1.0004380639511121,1.0003829517495035,100011710.13467589,1.0026653988259393,1.000386292909524,3131.5267963797164,3133.534475842474,3096384254738078321186,100003096384254738078321186,100000000000000000000000000,26023856,26024008
1705753091,1,7269.706566206034,7252.998765772996,7253.558076527921,99969124.32321914,100055134.21696253,99973185.99556923,100051808.5600811,1.000063932142841,1.0001253958731922,200088721.59562495,200068821.85341975,2.0019589400391182,2.000634081665809,1.0000905028529574,1.0001250738816134,1.0006443024581086,1.0017785635592362,1.0004380639511121,1.0003839227305777,100011713.87989388,0.9977017228576041,1.0003792026306604,3133.664298873069,3136.1287269198815,3096384254738078321186,100003096384254738078321186,100000000000000000000000000,26046606,26030895
1705753691,1,1581.695379632677,1578.475819980356,1578.1748285614628,99967545.84739915,100056715.91234216,99971607.82074067,100053390.25546072,1.0000639527480037,1.0001254164648516,200070632.90777707,200068825.97265226,1.9999210254158208,2.000631761796871,1.0000904612997463,1.0001250944732663,1.000463470608171,0.9997401432084201,1.0004380639511121,1.0003815615140093,100011721.48243126,0.9979644881727677,1.0003776540388143,3134.129347345222,3136.693242578487,3096384254738078321186,100003096384254738078321186,100000000000000000000000000,26037839,26032507
1705754613,1,8185.373842780203,8167.270704810783,8167.108212374325,99959378.57669434,100064901.28618494,99963440.7125283,100061575.62930351,1.0000640593674113,1.0001255230647867,200032891.9930624,200068847.29730168,1.9987567838956513,2.0006294135376415,1.0000904485210365,1.0001252010731672,1.0000860810032794,0.9985765225837133,1.0004380639511121,1.0003789998480326,100011733.05351482,0.9977883553864326,1.0003696028163447,3136.5366634625493,3139.6158268270483,3096384254738078321186,100003096384254738078321186,100000000000000000000000000,26026856,26041504
1705754901,1,2510.662440885557,2504.2026627018727,2505.045969165661,99956874.37403163,100067411.94862583,99960935.66655913,100064086.2917444,1.0000640920414017,1.0001255557652968,199998223.46712065,200068853.8388339,1.9985334208227297,2.000626817951157,1.0000903972144555,1.0001252337736666,0.9997395555297531,0.9983534536356479,1.0004380639511121,1.0003763386789837,100011736.68211015,0.9974270622452113,1.0003671200246502,3137.275051557432,3140.512435049177,3096384254738078321186,100003096384254738078321186,100000000000000000000000000,26014726,26044483
1705755147,1,2644.060314504291,2636.3846283846387,2638.1378355460497,99954237.98940325,100070056.00894032,99958297.52872358,100066730.3520589,1.0000641264290213,1.0001255902075188,199965902.89138922,200068860.72878468,1.998303986017362,2.000624605104735,1.0000903749752836,1.0001252682158774,0.99941650163691,0.998124286065537,1.0004380639511121,1.0003740567930146,100011739.78116666,0.9970970079322523,1.0003644981394442,3138.052734195942,3141.4568329666936,3096384254738078321186,100003096384254738078321186,100000000000000000000000000,26006810,26047730
1705755838,0,2162.05821744146,2157.7515211175773,2155.639082105303,99956400.0476207,100067898.25741921,99960459.58694103,100064574.7129768,1.0000641545490552,1.0001256183578706,199928741.38645387,200068866.36008626,1.9977384243122005,2.0006194030280193,1.0000903725329202,1.0001252963662202,0.9990450794911874,0.9975593909082973,1.0004380639511121,1.0003687980875173,100011748.45906246,1.001995918566959,1.0003666418427244,3138.8239130937795,3142.093196255004,3096384254738078321186,100003096384254738078321186,100000000000000000000000000,26000525,26045067
1705756095,1,389.3872604949801,388.0009452360505,388.5153990722771,99956012.04667546,100068287.64467971,99960071.07154195,100064964.1002373,1.0000641596084758,1.000125623429703,199914146.4120289,200068867.3746746,1.998879254725706,2.00061885897025,1.0000903743160732,1.000125301438051,0.9988992189095817,0.9986990470996181,1.0004380639511121,1.000368243851554,100011751.67370318,0.996439751888217,1.000366255990539,3138.9384268389526,3142.2322696198735,3096384254738078321186,100003096384254738078321186,100000000000000000000000000,26000009,26045541
1705756960,0,8714.988512925118,8701.880684628646,8689.0787200009,99964727.03518839,100059585.76399508,99968786.06005488,100056275.02151729,1.0000642729614202,1.0001257368585592,199881594.90660474,200068890.06540686,1.9974504063371175,2.000617829375179,1.0000905121893926,1.0001254148668703,0.9985736736919668,0.9972714928215075,1.0004380639511121,1.0003669872837384,100011762.40352245,1.0015063213081772,1.0003748516576851,3142.0462189800483,3144.796020907225,3096384254738078321186,100003096384254738078321186,100000000000000000000000000,26004734,26035523
1705757336,0,7523.6814922707945,7514.633682067259,7501.259417044896,99972250.71668066,100052071.13031301,99976309.74154715,100048773.76210025,1.0000643708631758,1.0001258347529087,199896201.43487573,200068909.6485584,1.9989442321711257,2.000620797461137,1.0000905907592257,1.0001255127611886,0.9987194654483259,0.9987635451403323,1.0004380639511121,1.0003697597077301,100011767.08957288,1.0012040254503858,1.0003822145882562,3144.7288546624823,3147.008191606877,3096384254738078321186,100003096384254738078321186,100000000000000000000000000,26004821,26027869
1705757674,1,64.27792604757222,64.03015017136,64.1351259142079,99972186.68653049,100052135.40823907,99976245.60642123,100048838.04002629,1.0000643716983695,1.0001258355895795,199912870.39086083,200068909.81592917,1.9997335236022031,2.0006248274440326,1.0000905757651648,1.0001255135978593,0.9988860648978729,0.999552462696061,1.0004380639511121,1.0003737882600776,100011771.33091839,0.9961452415868421,1.0003821518678064,3144.747743855053,3147.0311351788196,3096384254738078321186,100003096384254738078321186,100000000000000000000000000,26002051,26027930
1705758214,0,3748.3910405371294,3742.750392532121,3737.2010457035017,99975935.07757102,100048392.65784653,99979993.99746178,100045100.83898059,1.0000644204573566,1.0001258843551917,199894572.29808995,200068919.57118446,1.9981512031358164,2.0006288084069213,1.0000906455368368,1.0001255623634555,0.9987030771565728,0.9979711261913724,1.0004380639511121,1.0003776719153952,100011778.06020497,1.0015070863438456,1.0003858024234813,3146.0842393368307,3148.132965284749,3096384254738078321186,100003096384254738078321186,100000000000000000000000000,26006784,26024458
1705758646,1,6904.0728934163835,6877.354253898595,6888.734347765953,99969057.72331712,100055296.73073994,99973105.263114,100052004.91187401,1.0000645101616765,1.0001259742326631,199909179.48215166,200068937.55060974,1.999541698913172,2.0006321842456454,1.0000907226431632,1.000125652240898,0.9988488878058377,0.9993604139613552,1.0004380639511121,1.0003808681697022,100011783.43549679,0.9961300177546984,1.0003790669477115,3148.1132381346883,3150.597756626855,3096384254738078321186,100003096384254738078321186,100000000000000000000000000,26001730,26031034
