block,timestamp,virtual_price,xcp_profit,price_scale,price_oracle,donation_shares,totalSupply,last_donation_release_ts,donation_protection_expiry_ts,balances_0,balances_1,D
23477447,1759255115,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121853627,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477448,1759255127,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121836682,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477449,1759255139,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121820243,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477450,1759255151,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121803803,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477451,1759255163,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121787870,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477452,1759255175,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121771936,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477453,1759255187,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121756255,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477454,1759255199,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121740828,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477455,1759255211,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121725653,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477456,1759255223,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121710478,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477457,1759255235,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121695809,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477458,1759255247,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121681140,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477459,1759255259,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121666724,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477460,1759255271,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121652561,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477461,1759255295,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121624488,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477462,1759255307,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121611083,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477463,1759255319,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121597426,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477464,1759255331,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121584274,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477465,1759255343,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121571123,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477466,1759255355,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121558224,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477467,1759255367,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121545579,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477468,1759255379,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121532933,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477469,1759255391,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121520540,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477470,1759255403,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121508400,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477471,1759255415,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121496261,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477472,1759255427,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121484627,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477473,1759255439,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121472740,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477474,1759255451,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121461359,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477475,1759255463,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121449978,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477476,1759255475,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121438596,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477477,1759255487,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121427468,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477478,1759255499,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121416593,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477479,1759255511,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121405971,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477480,1759255523,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121395348,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477481,1759255535,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121384726,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477482,1759255547,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121374356,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477483,1759255559,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121364240,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477484,1759255571,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121354123,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477485,1759255583,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121344260,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477486,1759255595,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121334396,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477487,1759255607,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121324785,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477488,1759255619,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121315428,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477489,1759255631,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121306070,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477490,1759255643,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121296712,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477491,1759255655,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121287607,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477492,1759255667,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121278502,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477493,1759255679,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121269650,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477494,1759255691,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121261051,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477495,1759255703,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121252199,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477496,1759255715,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121243853,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477497,1759255727,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121235507,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477498,1759255739,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121227161,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477499,1759255751,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121219068,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477500,1759255763,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121210975,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477501,1759255775,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121202881,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
